"","ID","Increased_Work_Hours","Work_From_Home","Hours_Worked_Per_Day","Meetings_Per_Day","Productivity_Change","Stress_Level","Health_Issue","Job_Security","Childcare_Responsibilities","Commuting_Changes","Technology_Adaptation","Salary_Changes","Team_Collaboration_Challenges","Sector","Affected_by_Covid"
"145",145,"Maintien ou une diminution","Oui",4.82,4.02,"Aucun changement","High","Oui","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Healthcare","Oui"
"146",146,"Maintien ou une diminution","Oui",7.97,4.04,"Aucun changement","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Healthcare","Oui"
"147",147,"augmentation","Oui",6.83,1.81,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"148",148,"augmentation","Oui",6.71,3.9,"Aucun changement","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"149",149,"Maintien ou une diminution","Oui",8.27,4.49,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Non","Retail","Oui"
"150",150,"Maintien ou une diminution","Oui",6.9,6.01,"Augmentation ou une diminution de la productivité","High","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"151",151,"augmentation","Oui",10.77,2.88,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"152",152,"Maintien ou une diminution","Oui",10.38,7.42,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"153",153,"Maintien ou une diminution","Oui",10.37,4.84,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","IT","Oui"
"154",154,"augmentation","Non",7.02,1.73,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"155",155,"augmentation","Oui",6.08,2.74,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Retail","Oui"
"156",156,"Maintien ou une diminution","Oui",8.17,6.14,"Aucun changement","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"157",157,"augmentation","Oui",7.7,5.87,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","IT","Oui"
"158",158,"augmentation","Oui",6.79,4.03,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"159",159,"Maintien ou une diminution","Oui",5.65,4.23,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Healthcare","Oui"
"160",160,"augmentation","Oui",7.92,2.26,"Aucun changement","Low","Non","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"161",161,"Maintien ou une diminution","Oui",7.2,5.99,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","augmentation responsabilités","changements","Non","Augmentation ou diminution","Non","Retail","Oui"
"162",162,"augmentation","Oui",9.38,2.52,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"163",163,"Maintien ou une diminution","Oui",9.34,5.27,"Augmentation ou une diminution de la productivité","Low","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Retail","Oui"
"164",164,"augmentation","Oui",10.21,6.03,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","changements","Oui","Salaire inchangé","Oui","Retail","Oui"
"165",165,"Maintien ou une diminution","Oui",5.49,4.08,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"166",166,"augmentation","Non",8.81,5.46,"Aucun changement","High","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Non","Retail","Oui"
"167",167,"augmentation","Oui",6.55,6.78,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"168",168,"Maintien ou une diminution","Oui",5.56,4.41,"Aucun changement","High","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"169",169,"Maintien ou une diminution","Oui",7.15,3.74,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"170",170,"augmentation","Oui",10.14,3.9,"Augmentation ou une diminution de la productivité","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"171",171,"augmentation","Oui",7.26,2.89,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","IT","Oui"
"172",172,"Maintien ou une diminution","Non",11.14,2.86,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","Retail","Oui"
"173",173,"augmentation","Oui",9.1,4.67,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"174",174,"Maintien ou une diminution","Oui",7.22,3.76,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Education","Oui"
"175",175,"augmentation","Non",10.33,4.5,"Augmentation ou une diminution de la productivité","Medium","Non","Moindre sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Non","Education","Oui"
"176",176,"Maintien ou une diminution","Non",8.9,1.77,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Non","Education","Oui"
"177",177,"augmentation","Oui",6.14,3.87,"Augmentation ou une diminution de la productivité","High","Oui","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Non","Education","Oui"
"178",178,"augmentation","Oui",11.72,5.55,"Aucun changement","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Oui","IT","Oui"
"179",179,"augmentation","Oui",8.52,2.33,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","IT","Oui"
"180",180,"Maintien ou une diminution","Oui",8.04,4.03,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Oui","Retail","Oui"
"181",181,"augmentation","Oui",6.29,1.22,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"182",182,"Maintien ou une diminution","Oui",10.36,2.05,"Aucun changement","Medium","Non","Moindre sécurité","aucun changement ou diminution","changements","Non","Salaire inchangé","Oui","Healthcare","Oui"
"183",183,"augmentation","Oui",9.04,5.22,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Oui","Healthcare","Oui"
"184",184,"augmentation","Oui",9.26,3.54,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"185",185,"Maintien ou une diminution","Oui",6.99,6.74,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Salaire inchangé","Oui","Education","Oui"
"186",186,"augmentation","Oui",9.67,4.65,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"187",187,"augmentation","Oui",9.83,4.8,"Aucun changement","Low","Non","Plus de sécurité","augmentation responsabilités","changements","Non","Salaire inchangé","Oui","IT","Oui"
"188",188,"augmentation","Oui",6.67,2.39,"Aucun changement","Medium","Oui","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Augmentation ou diminution","Non","Healthcare","Oui"
"189",189,"augmentation","Non",5.17,3.43,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"190",190,"Maintien ou une diminution","Non",9.17,2.91,"Augmentation ou une diminution de la productivité","High","Non","Plus de sécurité","aucun changement ou diminution","absence de changement","Non","Augmentation ou diminution","Oui","IT","Oui"
"191",191,"Maintien ou une diminution","Oui",4.86,2.41,"Aucun changement","Low","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","IT","Oui"
"192",192,"augmentation","Oui",8.31,5,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Non","Augmentation ou diminution","Oui","Retail","Oui"
"193",193,"augmentation","Non",7.11,5.3,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"194",194,"augmentation","Oui",10.44,4.6,"Aucun changement","Low","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Non","Salaire inchangé","Non","Healthcare","Oui"
"195",195,"Maintien ou une diminution","Oui",7.22,2.76,"Aucun changement","High","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"196",196,"Maintien ou une diminution","Oui",10.22,4.5,"Aucun changement","Medium","Oui","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Healthcare","Oui"
"197",197,"augmentation","Oui",6.98,1.14,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Augmentation ou diminution","Non","Healthcare","Oui"
"198",198,"augmentation","Oui",10,5.99,"Augmentation ou une diminution de la productivité","Medium","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","IT","Oui"
"199",199,"Maintien ou une diminution","Oui",12.13,2.06,"Augmentation ou une diminution de la productivité","Medium","Oui","Moindre sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Non","Healthcare","Oui"
"200",200,"augmentation","Oui",5.87,2.32,"Aucun changement","High","Oui","Plus de sécurité","aucun changement ou diminution","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"201",201,"augmentation","Oui",8.59,4.18,"Augmentation ou une diminution de la productivité","High","Oui","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"202",202,"Maintien ou une diminution","Non",13.5,4.31,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Education","Oui"
"203",203,"Maintien ou une diminution","Oui",8.14,3.9,"Aucun changement","Medium","Non","Moindre sécurité","augmentation responsabilités","absence de changement","Oui","Salaire inchangé","Oui","Retail","Oui"
"204",204,"augmentation","Oui",8.13,2.34,"Aucun changement","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Non","Retail","Oui"
"205",205,"augmentation","Non",9.58,5.71,"Augmentation ou une diminution de la productivité","Medium","Non","Plus de sécurité","aucun changement ou diminution","changements","Oui","Salaire inchangé","Oui","Healthcare","Oui"
